PWSName,Size,FacilityName,FacilityWaterType,Contaminant,MRL,Result,Result_value,State,Date
Lincoln Water Commission,L,Providence Connection,SW,manganese,0.4,TRUE,2.41,RI,2018-06-21
Lincoln Water Commission,L,Providence Connection,SW,manganese,0.4,TRUE,1.31,RI,2018-09-26
Lincoln Water Commission,L,Providence Connection,SW,manganese,0.4,TRUE,1.16,RI,2018-12-13
Narragansett Water - Point Judith,S,Treatment Plant (retreat PGW),GW,manganese,0.4,TRUE,14.035,RI,2019-03-18
Narragansett Water - Point Judith,S,Treatment Plant (retreat PGW),GW,manganese,0.4,TRUE,11.143,RI,2019-09-16
Donalds - Due West WA,S,CC 0410011 Belon Honea-Path,SW,manganese,0.4,TRUE,0.49,SC,2020-03-04
Donalds - Due West WA,S,CC 0410011 Belon Honea-Path,SW,manganese,0.4,TRUE,6.6,SC,2020-06-05
Donalds - Due West WA,S,CC 0410011 Belon Honea-Path,SW,manganese,0.4,TRUE,14,SC,2020-09-15
Donalds - Due West WA,S,CC 0110001 Abbeville,SW,manganese,0.4,TRUE,26,SC,2020-06-05
Donalds - Due West WA,S,CC 0110001 Abbeville,SW,manganese,0.4,TRUE,36,SC,2020-09-15
City of Aiken,L,Shiloh Springs,GW,manganese,0.4,TRUE,1.85,SC,2018-08-01
City of Aiken,L,Shiloh Springs,GW,manganese,0.4,TRUE,1.77,SC,2019-02-13
City of Aiken,L,Shaw Creek,SW,manganese,0.4,TRUE,25.9,SC,2018-08-01
City of Aiken,L,Shaw Creek,SW,manganese,0.4,TRUE,13.1,SC,2018-11-07
City of Aiken,L,Shaw Creek,SW,manganese,0.4,TRUE,0.57,SC,2019-02-13
City of Aiken,L,Shaw Creek,SW,manganese,0.4,TRUE,5.49,SC,2019-05-21
City of Aiken,L,Pine Log,GW,manganese,0.4,TRUE,0.953,SC,2018-08-01
City of Aiken,L,Pine Log,GW,manganese,0.4,TRUE,0.835,SC,2019-02-13
City of Aiken,L,Town Creek,GW,manganese,0.4,TRUE,1.51,SC,2018-08-01
City of Aiken,L,Town Creek,GW,manganese,0.4,TRUE,1.79,SC,2019-02-13
City of Aiken,L,Silver Bluff,GW,manganese,0.4,TRUE,1.08,SC,2018-08-13
City of Aiken,L,Silver Bluff,GW,manganese,0.4,TRUE,1.57,SC,2019-02-13
City of North Augusta,L,NORTH AUGUSTA (A02010),SW,manganese,0.4,TRUE,1.79,SC,2019-09-24
City of North Augusta,L,NORTH AUGUSTA (A02010),SW,manganese,0.4,TRUE,5.81,SC,2020-01-23
City of North Augusta,L,NORTH AUGUSTA (A02010),SW,manganese,0.4,TRUE,2.48,SC,2020-03-04
City of North Augusta,L,NORTH AUGUSTA (A02010),SW,manganese,0.4,TRUE,2.93,SC,2020-05-20
Beech Island WD,S,Plant 1,GW,manganese,0.4,TRUE,2.1,SC,2018-05-14
Beech Island WD,S,Plant 1,GW,manganese,0.4,TRUE,1.9,SC,2018-11-05
Beech Island WD,S,Route 125 Plant,GW,manganese,0.4,TRUE,1.7,SC,2018-05-14
Beech Island WD,S,Route 125 Plant,GW,manganese,0.4,TRUE,1.7,SC,2018-11-05
Beech Island WD,S,Beech Island Ave. Plant,GW,manganese,0.4,TRUE,2,SC,2018-05-14
Beech Island WD,S,Beech Island Ave. Plant,GW,manganese,0.4,TRUE,4.8,SC,2018-11-05
Beech Island WD,S,Demedics Rd. Plant,GW,manganese,0.4,TRUE,5,SC,2018-05-14
Beech Island WD,S,Demedics Rd. Plant,GW,manganese,0.4,TRUE,3.6,SC,2018-11-05
Beech Island WD,S,Storm Branch Plant,GW,manganese,0.4,TRUE,2.4,SC,2018-05-14
Beech Island WD,S,Storm Branch Plant,GW,manganese,0.4,TRUE,2.1,SC,2018-11-05
Breezy Hill Water District,L,Office Plant,GW,manganese,0.4,TRUE,4.36,SC,2018-06-19
Breezy Hill Water District,L,Office Plant,GW,manganese,0.4,TRUE,9.76,SC,2018-12-10
Breezy Hill Water District,L,Midland Valley Plant,GW,manganese,0.4,TRUE,1.49,SC,2018-06-19
Breezy Hill Water District,L,Midland Valley Plant,GW,manganese,0.4,TRUE,1.36,SC,2018-12-10
Breezy Hill Water District,L,Midland Valley Plant,GW,1-butanol,2,TRUE,2.29,SC,2018-12-10
Breezy Hill Water District,L,New Woodridge Plant,GW,manganese,0.4,TRUE,2.12,SC,2018-06-19
Breezy Hill Water District,L,New Woodridge Plant,GW,manganese,0.4,TRUE,1.92,SC,2018-12-10
Breezy Hill Water District,L,Clearwater Pond WTP,SW,manganese,0.4,TRUE,6.58,SC,2018-06-19
Breezy Hill Water District,L,Clearwater Pond WTP,SW,manganese,0.4,TRUE,32.9,SC,2018-09-10
Breezy Hill Water District,L,Clearwater Pond WTP,SW,manganese,0.4,TRUE,5.66,SC,2018-12-10
Breezy Hill Water District,L,Clearwater Pond WTP,SW,manganese,0.4,TRUE,8.18,SC,2019-03-12
Montmorenci WD,S,Office/Co-op Plant,GW,manganese,0.4,TRUE,2.247,SC,2019-04-22
Montmorenci WD,S,Office/Co-op Plant,GW,manganese,0.4,TRUE,2.652,SC,2019-10-08
Montmorenci WD,S,Redbranch Plant,GW,manganese,0.4,TRUE,2.303,SC,2019-04-22
Montmorenci WD,S,Redbranch Plant,GW,manganese,0.4,TRUE,7.34,SC,2019-10-08
City of Belton,S,CC 0410011 Belton-Honea Path WA,SW,manganese,0.4,TRUE,0.84,SC,2020-02-04
City of Belton,S,CC 0410011 Belton-Honea Path WA,SW,manganese,0.4,TRUE,0.99,SC,2020-05-04
City of Belton,S,CC 0410011 Belton-Honea Path WA,SW,manganese,0.4,TRUE,11,SC,2020-08-11
Electric City Utilities,L,Anderson - Connection,SW,manganese,0.4,TRUE,1.77,SC,2018-05-22
Electric City Utilities,L,Anderson - Connection,SW,manganese,0.4,TRUE,3.62,SC,2018-08-28
Electric City Utilities,L,Anderson - Connection,SW,manganese,0.4,TRUE,1.46,SC,2018-11-06
Electric City Utilities,L,Anderson - Connection,SW,manganese,0.4,TRUE,0.738,SC,2019-02-04
Powdersville Water District,L,Easley Combined Utilities - Connection,SW,manganese,0.4,TRUE,1.51,SC,2019-07-17
Powdersville Water District,L,ARJWS - Connection,SW,manganese,0.4,TRUE,1.21,SC,2019-07-17
Powdersville Water District,L,ARJWS - Connection,SW,manganese,0.4,TRUE,11.1,SC,2019-10-16
Powdersville Water District,L,ARJWS - Connection,SW,manganese,0.4,TRUE,3.45,SC,2020-04-16
Powdersville Water District,L,Greenville - Connection,SW,manganese,0.4,TRUE,2.12,SC,2019-07-17
Powdersville Water District,L,Greenville - Connection,SW,manganese,0.4,TRUE,1.86,SC,2019-10-14
Powdersville Water District,L,Greenville - Connection,SW,manganese,0.4,TRUE,0.97,SC,2020-04-16
"Sandy Springs Water Co., Inc.",L,HIGHWAY 88 W/D CONNECTION,SW,manganese,0.4,TRUE,2.06,SC,2018-07-31
"Sandy Springs Water Co., Inc.",L,HIGHWAY 88 W/D CONNECTION,SW,manganese,0.4,TRUE,8.11,SC,2018-10-01
"Sandy Springs Water Co., Inc.",L,HIGHWAY 88 W/D CONNECTION,SW,manganese,0.4,TRUE,0.459,SC,2019-04-08
"Sandy Springs Water Co., Inc.",L,ANDERSON REGIONAL CONNECTION,SW,manganese,0.4,TRUE,3.51,SC,2018-07-31
"Sandy Springs Water Co., Inc.",L,ANDERSON REGIONAL CONNECTION,SW,manganese,0.4,TRUE,10.3,SC,2018-10-01
"Sandy Springs Water Co., Inc.",L,ANDERSON REGIONAL CONNECTION,SW,manganese,0.4,TRUE,0.485,SC,2019-01-07
"Sandy Springs Water Co., Inc.",L,ANDERSON REGIONAL CONNECTION,SW,manganese,0.4,TRUE,0.74,SC,2019-04-08
West Anderson Water District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,1.83,SC,2018-03-12
West Anderson Water District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,2.48,SC,2018-06-04
West Anderson Water District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,6.94,SC,2018-09-24
West Anderson Water District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,1.64,SC,2018-12-11
Hammond Water District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,0.84,SC,2020-03-04
Hammond Water District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,2.17,SC,2020-06-02
Hammond Water District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,2.29,SC,2020-09-16
Big Creek Water & Sewer District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,2.69,SC,2020-06-02
Big Creek Water & Sewer District,L,Duke Power - Connection,SW,manganese,0.4,TRUE,1.83,SC,2020-09-16
Big Creek Water & Sewer District,L,Greenville Water,SW,manganese,0.4,TRUE,0.562,SC,2020-03-04
Big Creek Water & Sewer District,L,Greenville Water,SW,manganese,0.4,TRUE,1.1,SC,2020-06-02
Big Creek Water & Sewer District,L,Greenville Water,SW,manganese,0.4,TRUE,1.92,SC,2020-09-16
South Island PSD,L,"SI RO PLT(B07001)WELLS(G07128,-382)",GW,manganese,0.4,TRUE,1.33,SC,2018-10-16
South Island PSD,L,"SI RO PLT(B07001)WELLS(G07128,-382)",GW,manganese,0.4,TRUE,0.732,SC,2019-04-08
South Island PSD,L,Lighthouse ET Plant,GW,manganese,0.4,TRUE,0.508,SC,2019-04-08
South Island PSD,L,Point Comfort Plant,GW,manganese,0.4,TRUE,0.438,SC,2019-04-08
South Island PSD,L,Forest Beach Well 3 Plant,GW,germanium,0.3,TRUE,0.321,SC,2018-10-16
South Island PSD,L,Forest Beach Well 3 Plant,GW,germanium,0.3,TRUE,0.37,SC,2019-04-08
Beaufort-Jasper Water & Sewer Authority,L,Chelsea WTP,SW,manganese,0.4,TRUE,15.2,SC,2018-08-13
Beaufort-Jasper Water & Sewer Authority,L,Chelsea WTP,SW,manganese,0.4,TRUE,2.5,SC,2018-11-13
Beaufort-Jasper Water & Sewer Authority,L,Chelsea WTP,SW,manganese,0.4,TRUE,9.16,SC,2019-02-11
Beaufort-Jasper Water & Sewer Authority,L,Chelsea WTP,SW,manganese,0.4,TRUE,14.8,SC,2019-05-13
Beaufort-Jasper Water & Sewer Authority,L,Purrysburg WTP,SW,manganese,0.4,TRUE,9.14,SC,2018-08-13
Beaufort-Jasper Water & Sewer Authority,L,Purrysburg WTP,SW,manganese,0.4,TRUE,3.73,SC,2018-11-13
Beaufort-Jasper Water & Sewer Authority,L,Purrysburg WTP,SW,manganese,0.4,TRUE,1.72,SC,2019-02-11
Beaufort-Jasper Water & Sewer Authority,L,Purrysburg WTP,SW,manganese,0.4,TRUE,5.97,SC,2019-05-13
Beaufort-Jasper Water & Sewer Authority,L,Bluffton 4 Well (Rose Hill 1),GW,manganese,0.4,TRUE,1.22,SC,2019-04-01
Beaufort-Jasper Water & Sewer Authority,L,Bluffton 6 Well (Rose Hill 3),GW,manganese,0.4,TRUE,1.02,SC,2019-04-01
Beaufort-Jasper Water & Sewer Authority,L,Bluffton 6 Well (Rose Hill 3),GW,manganese,0.4,TRUE,1.02,SC,2019-10-02
Beaufort-Jasper Water & Sewer Authority,L,Bluffton 3 Well,GW,manganese,0.4,TRUE,0.502,SC,2019-04-01
Beaufort-Jasper Water & Sewer Authority,L,Bluffton 3 Well,GW,manganese,0.4,TRUE,0.606,SC,2019-10-02
Beaufort-Jasper Water & Sewer Authority,L,Levy 1 Well,GW,manganese,0.4,TRUE,4.22,SC,2019-04-02
Beaufort-Jasper Water & Sewer Authority,L,Levy 1 Well,GW,manganese,0.4,TRUE,37.3,SC,2020-02-17
Beaufort-Jasper Water & Sewer Authority,L,Levy 2 Well,GW,manganese,0.4,TRUE,2.46,SC,2019-04-02
Beaufort-Jasper Water & Sewer Authority,L,Levy 2 Well,GW,manganese,0.4,TRUE,2.55,SC,2019-10-01
Beaufort-Jasper Water & Sewer Authority,L,Levy 3 Well,GW,manganese,0.4,TRUE,12.5,SC,2019-04-02
Beaufort-Jasper Water & Sewer Authority,L,Levy 3 Well,GW,manganese,0.4,TRUE,0.613,SC,2019-10-01
Beaufort-Jasper Water & Sewer Authority,L,Hardeeville 3 Well,GW,manganese,0.4,TRUE,0.777,SC,2019-04-03
Beaufort-Jasper Water & Sewer Authority,L,Hardeeville 3 Well,GW,manganese,0.4,TRUE,2.27,SC,2019-10-02
Hilton Head PSD #1,L,Union Cemetary Plant,GW,manganese,0.4,TRUE,1.53,SC,2019-02-19
Hilton Head PSD #1,L,Union Cemetary Plant,GW,manganese,0.4,TRUE,1.43,SC,2019-08-20
Hilton Head PSD #1,L,Leg-O-Mutton Plant,GW,manganese,0.4,TRUE,5.03,SC,2019-02-19
Hilton Head PSD #1,L,Leg-O-Mutton Plant,GW,manganese,0.4,TRUE,4.38,SC,2019-08-20
Hilton Head PSD #1,L,Seabrook Plant,GW,manganese,0.4,TRUE,28.7,SC,2019-08-08
Hilton Head PSD #1,L,Seabrook Plant,GW,manganese,0.4,TRUE,31.1,SC,2020-02-27
Hilton Head PSD #1,L,Wild Horse Rd. Plant,GW,manganese,0.4,TRUE,0.982,SC,2019-02-19
Hilton Head PSD #1,L,Wild Horse Rd. Plant,GW,manganese,0.4,TRUE,0.875,SC,2019-08-08
Hilton Head PSD #1,L,BJW & SA Intertie,SW,manganese,0.4,TRUE,4.15,SC,2019-02-19
Hilton Head PSD #1,L,BJW & SA Intertie,SW,quinoline,0.02,TRUE,0.0281,SC,2019-02-19
Hilton Head PSD #1,L,BJW & SA Intertie,SW,manganese,0.4,TRUE,17.9,SC,2019-04-23
Hilton Head PSD #1,L,BJW & SA Intertie,SW,manganese,0.4,TRUE,14.7,SC,2019-08-01
Hilton Head PSD #1,L,BJW & SA Intertie,SW,manganese,0.4,TRUE,6.35,SC,2019-11-07
Hilton Head PSD #1,L,Fire Station Plant,GW,manganese,0.4,TRUE,1.36,SC,2019-02-19
Hilton Head PSD #1,L,Fire Station Plant,GW,manganese,0.4,TRUE,1.23,SC,2019-08-01
City of Goose Creek,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,1.4,SC,2019-03-13
City of Goose Creek,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,0.972,SC,2019-06-19
City of Goose Creek,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,0.595,SC,2019-09-18
City of Goose Creek,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,1.82,SC,2019-12-16
BCWSA - Saangree Water District,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,0.953,SC,2019-06-19
BCWSA - Saangree Water District,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,1.18,SC,2019-09-23
BCWSA - Saangree Water District,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,2.01,SC,2019-12-16
BCWSA - Saangree Water District,L,Santee Cooper - Connection,SW,manganese,0.4,TRUE,2.22,SC,2020-03-10
BCWSA - East Cooper,L,East Cooper,SW,manganese,0.4,TRUE,1.72,SC,2018-04-09
BCWSA - East Cooper,L,East Cooper,SW,manganese,0.4,TRUE,0.664,SC,2018-07-16
BCWSA - East Cooper,L,East Cooper,SW,manganese,0.4,TRUE,1.03,SC,2018-10-08
BCWSA - East Cooper,L,East Cooper,SW,manganese,0.4,TRUE,1.7,SC,2019-01-08
Charleston Water,L,Hanahan WTP,SW,manganese,0.4,TRUE,9.23,SC,2019-10-22
Charleston Water,L,Hanahan WTP,SW,manganese,0.4,TRUE,6.15,SC,2020-01-13
Charleston Water,L,Hanahan WTP,SW,manganese,0.4,TRUE,7.59,SC,2020-04-22
Charleston Water,L,Hanahan WTP,SW,manganese,0.4,TRUE,14.4,SC,2020-07-08
Mt. Pleasant Waterworks,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,10.4,SC,2019-07-16
Mt. Pleasant Waterworks,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,8.16,SC,2019-10-08
Mt. Pleasant Waterworks,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,4.32,SC,2020-01-22
Mt. Pleasant Waterworks,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,7.63,SC,2020-04-06
Mt. Pleasant Waterworks,L,RO3 WTP,GW,manganese,0.4,TRUE,0.541,SC,2020-01-15
Mt. Pleasant Waterworks,L,RO4 WTP,GW,manganese,0.4,TRUE,0.678,SC,2019-07-16
St. John's Water,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,6.52,SC,2018-04-09
St. John's Water,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,20.4,SC,2018-07-23
St. John's Water,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,10.6,SC,2018-10-08
St. John's Water,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,10.5,SC,2019-01-08
Gaffney BPW,L,Victor Gaffney WTP,SW,manganese,0.4,TRUE,3.62,SC,2019-08-13
Gaffney BPW,L,Victor Gaffney WTP,SW,manganese,0.4,TRUE,0.516,SC,2020-02-19
Gaffney BPW,L,Victor Gaffney WTP,SW,manganese,0.4,TRUE,0.635,SC,2020-05-21
Chester Metropolitan District,L,Chester Metropolitan District Filter Plant,SW,germanium,0.3,TRUE,0.617,SC,2018-06-13
Chester Metropolitan District,L,Chester Metropolitan District Filter Plant,SW,manganese,0.4,TRUE,2.52,SC,2018-06-13
Chester Metropolitan District,L,Chester Metropolitan District Filter Plant,SW,manganese,0.4,TRUE,1.05,SC,2018-09-25
Chester Metropolitan District,L,Chester Metropolitan District Filter Plant,SW,manganese,0.4,TRUE,0.74,SC,2018-12-11
Chester Metropolitan District,L,Chester Metropolitan District Filter Plant,SW,germanium,0.3,TRUE,0.315,SC,2018-12-11
Chester Metropolitan District,L,Chester Metropolitan District Filter Plant,SW,manganese,0.4,TRUE,0.744,SC,2019-03-20
Chesterfield Rural Water,L,Alligator Water - Connection,GW,manganese,0.4,TRUE,2.2,SC,2019-12-19
Chesterfield Rural Water,L,Alligator Water - Connection,GW,manganese,0.4,TRUE,2.02,SC,2020-06-17
City of Walterboro,L,AIR BASE JP STEVENS,GW,manganese,0.4,TRUE,2.65,SC,2020-02-18
City of Walterboro,L,SHOP WELL,GW,manganese,0.4,TRUE,3.38,SC,2020-02-18
City of Walterboro,L,I 95 BELLS,GW,manganese,0.4,TRUE,0.49,SC,2020-02-24
City of Walterboro,L,BUZZ ALDRIN INDUSTRIAL PARK,GW,manganese,0.4,TRUE,3.42,SC,2020-02-24
Darlington County Water & Sewer Auth.,L,Ruby Rd. Plant,GW,manganese,0.4,TRUE,1.23,SC,2019-02-26
Darlington County Water & Sewer Auth.,L,Ruby Rd. Plant,GW,manganese,0.4,TRUE,1.19,SC,2019-08-20
Darlington County Water & Sewer Auth.,L,Center Rd. Plant,GW,manganese,0.4,TRUE,0.913,SC,2019-08-20
Darlington County Water & Sewer Auth.,L,Ashland Plant,GW,manganese,0.4,TRUE,1.68,SC,2019-02-26
Darlington County Water & Sewer Auth.,L,Ashland Plant,GW,manganese,0.4,TRUE,1.77,SC,2019-08-20
Trico Water Company,L,LATTA (HYATT) WTP,GW,manganese,0.4,TRUE,2.67,SC,2020-03-26
Trico Water Company,L,TANNER (BERMUDA) WTP,GW,manganese,0.4,TRUE,0.827,SC,2020-03-26
Trico Water Company,L,FAIRFIELD WTP,GW,manganese,0.4,TRUE,0.58,SC,2020-03-26
Town of St. George,S,Plant 2,GW,manganese,0.4,TRUE,1.9,SC,2018-04-09
Town of St. George,S,Plant 3,GW,manganese,0.4,TRUE,0.485,SC,2018-10-15
Summerville CPW,L,Connection,SW,manganese,0.4,TRUE,1.26,SC,2018-07-23
Summerville CPW,L,Connection,SW,manganese,0.4,TRUE,1.66,SC,2018-10-16
Summerville CPW,L,Connection,SW,manganese,0.4,TRUE,2.08,SC,2019-01-14
Summerville CPW,L,Connection,SW,manganese,0.4,TRUE,1.25,SC,2019-04-15
DCWA Knightsville,L,Treatment Plant,GW,germanium,0.3,TRUE,0.669,SC,2018-08-27
DCWA Knightsville,L,Treatment Plant,GW,germanium,0.3,TRUE,0.553,SC,2019-02-26
DCWA Knightsville,L,PLANT 8(B18011) WELL (G18101) BACONS BRIDGE,GW,manganese,0.4,TRUE,3.46,SC,2018-08-27
DCWA Knightsville,L,PLANT 8(B18011) WELL (G18101) BACONS BRIDGE,GW,manganese,0.4,TRUE,3.69,SC,2019-02-26
DCWA Knightsville,L,PLANT 9 (B18012) WELL 9 (G18235) CANE ACRE RD,GW,manganese,0.4,TRUE,0.575,SC,2019-02-26
DCWA Knightsville,L,Summerville CPW - Connection,SW,manganese,0.4,TRUE,1.6,SC,2018-08-27
DCWA Knightsville,L,Summerville CPW - Connection,SW,manganese,0.4,TRUE,1.69,SC,2018-11-14
DCWA Knightsville,L,Summerville CPW - Connection,SW,manganese,0.4,TRUE,1.82,SC,2019-02-26
DCWA Knightsville,L,Summerville CPW - Connection,SW,manganese,0.4,TRUE,1.73,SC,2019-05-21
DCPW Ashley Phosphate,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,7.23,SC,2019-10-23
DCPW Ashley Phosphate,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,6.59,SC,2020-02-27
DCPW Ashley Phosphate,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,6.01,SC,2020-04-27
DCPW Ashley Phosphate,L,Charleston CPW - Connection,SW,manganese,0.4,TRUE,11.4,SC,2020-07-21
Edgefield Co. Water & Sewer Auth.,L,Treatment Plant,SW,manganese,0.4,TRUE,4.08,SC,2018-06-05
Edgefield Co. Water & Sewer Auth.,L,Treatment Plant,SW,manganese,0.4,TRUE,0.896,SC,2018-09-25
Edgefield Co. Water & Sewer Auth.,L,Treatment Plant,SW,manganese,0.4,TRUE,15.2,SC,2018-12-10
Edgefield Co. Water & Sewer Auth.,L,Treatment Plant,SW,manganese,0.4,TRUE,1.21,SC,2019-03-12
SCE&G VC Summer Nuclear Station,S,VC Summer Nuclear WTP,SW,manganese,0.4,TRUE,0.48,SC,2020-01-14
SCE&G VC Summer Nuclear Station,S,VC Summer Nuclear WTP,SW,manganese,0.4,TRUE,0.49,SC,2020-04-07
SCE&G VC Summer Nuclear Station,S,VC Summer Nuclear WTP,SW,manganese,0.4,TRUE,0.72,SC,2020-07-06
City of Florence,L,Dexter Street,GW,manganese,0.4,TRUE,2.09,SC,2020-01-22
City of Florence,L,Dexter Street,GW,manganese,0.4,TRUE,2.74,SC,2020-07-06
City of Florence,L,Edisto Drive,GW,manganese,0.4,TRUE,5.43,SC,2020-01-21
City of Florence,L,Edisto Drive,GW,manganese,0.4,TRUE,1.01,SC,2020-07-06
City of Florence,L,Darlington Street,GW,manganese,0.4,TRUE,1.63,SC,2020-01-21
City of Florence,L,Darlington Street,GW,manganese,0.4,TRUE,1.41,SC,2020-07-06
City of Florence,L,North Lucas,GW,manganese,0.4,TRUE,6.8,SC,2020-01-21
City of Florence,L,North Lucas,GW,manganese,0.4,TRUE,10.5,SC,2020-07-06
City of Florence,L,Oakdale,GW,manganese,0.4,TRUE,0.668,SC,2020-01-21
City of Florence,L,Oakdale,GW,manganese,0.4,TRUE,2.29,SC,2020-07-07
City of Florence,L,East Florence Hwy 76,GW,manganese,0.4,TRUE,3.13,SC,2020-01-21
City of Florence,L,East Florence Hwy 76,GW,manganese,0.4,TRUE,2.64,SC,2020-07-06
City of Florence,L,South Florence,GW,manganese,0.4,TRUE,2.01,SC,2020-01-22
City of Florence,L,South Florence,GW,manganese,0.4,TRUE,1.75,SC,2020-07-07
City of Florence,L,Alligator Road,GW,manganese,0.4,TRUE,10.7,SC,2020-01-21
City of Florence,L,Alligator Road,GW,manganese,0.4,TRUE,3.5,SC,2020-07-07
City of Florence,L,Surface Water Plant,SW,manganese,0.4,TRUE,2.03,SC,2020-01-21
City of Florence,L,Surface Water Plant,SW,manganese,0.4,TRUE,1.71,SC,2020-04-07
City of Florence,L,Surface Water Plant,SW,manganese,0.4,TRUE,7.29,SC,2020-07-07
City of Florence,L,403 Water Treatment Plant,GW,manganese,0.4,TRUE,4.23,SC,2020-01-22
City of Florence,L,Darlington County Connection,GW,manganese,0.4,TRUE,0.541,SC,2020-01-21
City of Florence,L,Darlington County Connection,GW,manganese,0.4,TRUE,0.994,SC,2020-07-07
City of Lake City,S,Morris St. Plant,GW,manganese,0.4,TRUE,1.072,SC,2019-09-16
City of Lake City,S,Wallace Rd. Plant,GW,manganese,0.4,TRUE,8.691,SC,2019-03-26
City of Lake City,S,Wallace Rd. Plant,GW,1-butanol,2,TRUE,2.182,SC,2019-09-16
City of Lake City,S,Wallace Rd. Plant,GW,manganese,0.4,TRUE,7.411,SC,2019-09-16
City of Lake City,S,Matthews Rd. Plant,GW,manganese,0.4,TRUE,3.313,SC,2019-03-26
City of Lake City,S,Matthews Rd. Plant,GW,manganese,0.4,TRUE,3.236,SC,2019-09-16
City of Lake City,S,Airport Plant,GW,manganese,0.4,TRUE,3.045,SC,2019-03-26
City of Lake City,S,Airport Plant,GW,manganese,0.4,TRUE,3.54,SC,2019-09-16
GCWSD Waccamaw Neck,L,WACCAMAW REGIONAL WTP (A22001),SW,manganese,0.4,TRUE,1.08,SC,2019-01-28
GCWSD Waccamaw Neck,L,WACCAMAW REGIONAL WTP (A22001),SW,manganese,0.4,TRUE,2.55,SC,2019-04-23
GCWSD Waccamaw Neck,L,WACCAMAW REGIONAL WTP (A22001),SW,germanium,0.3,TRUE,0.318,SC,2019-04-23
GCWSD Waccamaw Neck,L,WACCAMAW REGIONAL WTP (A22001),SW,manganese,0.4,TRUE,1.79,SC,2019-07-15
GCWSD Waccamaw Neck,L,WACCAMAW REGIONAL WTP (A22001),SW,germanium,0.3,TRUE,0.356,SC,2019-07-15
GCWSD Waccamaw Neck,L,WACCAMAW REGIONAL WTP (A22001),SW,manganese,0.4,TRUE,2.03,SC,2019-10-21
Greenville Water,L,Adkins Plant,SW,manganese,0.4,TRUE,0.537,SC,2019-01-22
Greenville Water,L,Adkins Plant,SW,manganese,0.4,TRUE,1.65,SC,2019-04-15
Greenville Water,L,Adkins Plant,SW,manganese,0.4,TRUE,1.29,SC,2019-07-22
Greenville Water,L,Adkins Plant,SW,manganese,0.4,TRUE,2.2,SC,2019-10-14
Greenville Water,L,DAF Plant,SW,manganese,0.4,TRUE,1.09,SC,2019-01-22
Greer CPW,L,Greer WTP,SW,manganese,0.4,TRUE,0.469,SC,2018-08-14
"Blue Ridge Water Co., Inc.",L,Greer CPW - Connection,SW,manganese,0.4,TRUE,0.843,SC,2019-11-18
"Blue Ridge Water Co., Inc.",L,Greer CPW - Connection,SW,manganese,0.4,TRUE,0.401,SC,2020-02-10
"Blue Ridge Water Co., Inc.",L,Greer CPW - Connection,SW,manganese,0.4,TRUE,0.617,SC,2020-05-11
"Blue Ridge Water Co., Inc.",L,Greer CPW - Connection,SW,manganese,0.4,TRUE,0.579,SC,2020-08-11
"Blue Ridge Water Co., Inc.",L,Greenville CPW - Connection,SW,manganese,0.4,TRUE,0.916,SC,2020-02-10
"Blue Ridge Water Co., Inc.",L,Greenville CPW - Connection,SW,manganese,0.4,TRUE,0.756,SC,2020-05-11
Greenwood CPW,L,WR Wise WTF,SW,manganese,0.4,TRUE,6.86,SC,2018-04-17
Greenwood CPW,L,WR Wise WTF,SW,manganese,0.4,TRUE,2.62,SC,2018-07-23
Greenwood CPW,L,WR Wise WTF,SW,manganese,0.4,TRUE,2.01,SC,2018-10-08
Greenwood CPW,L,WR Wise WTF,SW,manganese,0.4,TRUE,1.34,SC,2019-01-23
Town of Yemassee,S,Yemassee Plant 1,GW,manganese,0.4,TRUE,9.689,SC,2020-02-03
Town of Yemassee,S,Yemassee Plant 1,GW,manganese,0.4,TRUE,8.714,SC,2020-08-04
Town of Yemassee,S,Yemassee Plant 2,GW,manganese,0.4,TRUE,13.664,SC,2020-02-03
