PWSName,Size,FacilityName,FacilityWaterType,Contaminant,MRL,Result,Result_value,State,Date
Aguadilla,L,PF AGUADILLA VIEJA,SW,manganese,0.4,TRUE,1.887,PR,2020-04-01
Aguadilla,L,PF AGUADILLA VIEJA,SW,manganese,0.4,TRUE,7.043,PR,2020-07-09
Aguadilla,L,PZ LAGUNA (CLOTILDE CHAPARRO),GW,manganese,0.4,TRUE,2.395,PR,2019-10-08
Aguadilla,L,PZ MARIA 3 (SANTIAGO CORTEZ),GW,manganese,0.4,TRUE,0.531,PR,2019-10-31
Aguadilla,L,PZ MARIA 3 (SANTIAGO CORTEZ),GW,manganese,0.4,TRUE,42.837,PR,2020-04-30
Aguadilla,L,PZ CAIMITAL,GW,manganese,0.4,TRUE,8.645,PR,2019-10-31
San Sebastian,L,PF SAN SEBASTIAN,SW,manganese,0.4,TRUE,1.145,PR,2020-03-13
San Sebastian,L,PF SAN SEBASTIAN,SW,manganese,0.4,TRUE,3.887,PR,2020-06-04
Sabana Grande,L,PF SABANA GRANDE,SW,manganese,0.4,TRUE,0.404,PR,2019-09-11
Sabana Grande,L,PF MAGINAS,SW,manganese,0.4,TRUE,1.216,PR,2019-09-11
Sabana Grande,L,PF MAGINAS,SW,manganese,0.4,TRUE,4.257,PR,2020-03-20
Sabana Grande,L,PF MAGINAS,SW,manganese,0.4,TRUE,5.563,PR,2020-06-08
Lajas,L,PF LAJAS,SW,manganese,0.4,TRUE,0.742,PR,2020-02-20
Lajas,L,PF LAJAS,SW,manganese,0.4,TRUE,0.532,PR,2020-05-08
Las Marias,L,PF LAS MARIAS,SW,manganese,0.4,TRUE,0.476,PR,2020-03-11
Cabo Rojo,L,PF BETANCES-SALIDA,SW,manganese,0.4,TRUE,2.468,PR,2019-12-14
Cabo Rojo,L,PF BETANCES-SALIDA,SW,manganese,0.4,TRUE,0.436,PR,2020-03-27
Hormiguero,L,PZ BAJURAS,GW,manganese,0.4,TRUE,1.465,PR,2019-11-27
Hormiguero,L,PZ BAJURAS,GW,manganese,0.4,TRUE,10.036,PR,2020-04-24
Hormiguero,L,PZ HORMIGUEROS 2,GW,manganese,0.4,TRUE,5.507,PR,2019-11-27
Hormiguero,L,PZ HORMIGUEROS 2,GW,manganese,0.4,TRUE,9.009,PR,2020-04-30
Hormiguero,L,PZ LA MONSERRATE,GW,germanium,0.3,TRUE,0.323,PR,2019-11-27
Hormiguero,L,PZ LA MONSERRATE,GW,manganese,0.4,TRUE,274.96,PR,2019-11-27
Lago Guajataca,L,PF GUAJATACA,SW,manganese,0.4,TRUE,34.225,PR,2019-09-10
Lago Guajataca,L,PF GUAJATACA,SW,manganese,0.4,TRUE,7.429,PR,2019-12-12
Lago Guajataca,L,PF GUAJATACA,SW,manganese,0.4,TRUE,1.198,PR,2020-03-05
Lago Guajataca,L,PF GUAJATACA,SW,manganese,0.4,TRUE,5.266,PR,2020-06-04
Ponce Urbano,L,PF PONCE URB. VIEJA,SW,manganese,0.4,TRUE,39.814,PR,2019-11-15
Ponce Urbano,L,PF PONCE URB. VIEJA,SW,manganese,0.4,TRUE,25.987,PR,2020-02-06
Ponce Urbano,L,PF PONCE URB. VIEJA,SW,manganese,0.4,TRUE,0.586,PR,2020-05-04
Ponce Urbano,L,PF PONCE URB. VIEJA,SW,manganese,0.4,TRUE,0.521,PR,2020-08-06
Ponce Urbano,L,PZ Ponce Urb. Nueva,SW,manganese,0.4,TRUE,1.797,PR,2019-11-15
Ponce Urbano,L,PZ Ponce Urb. Nueva,SW,manganese,0.4,TRUE,0.779,PR,2020-05-04
Ponce Urbano,L,PZ Ponce Urb. Nueva,SW,manganese,0.4,TRUE,0.587,PR,2020-08-05
Ponce Urbano,L,PZ ARJONA,GW,manganese,0.4,TRUE,24.309,PR,2019-11-05
Ponce Urbano,L,PZ RAMOS ANTONINI,GW,manganese,0.4,TRUE,1.139,PR,2020-05-07
Ponce Urbano,L,PZ RESTAURADA IV,GW,manganese,0.4,TRUE,0.659,PR,2019-11-05
Ponce Urbano,L,PF Ponce Nueva TK Gravedad,SW,manganese,0.4,TRUE,4.222,PR,2019-11-15
Ponce Urbano,L,PF Ponce Nueva TK Gravedad,SW,manganese,0.4,TRUE,1.177,PR,2020-05-04
Ponce Urbano,L,PF Ponce Nueva TK Gravedad,SW,manganese,0.4,TRUE,0.487,PR,2020-08-05
Lares Espino,L,PF LARES ESPINO (LARES NUEVA),SW,manganese,0.4,TRUE,2.627,PR,2019-09-10
Lares Espino,L,PF LARES ESPINO (LARES NUEVA),SW,manganese,0.4,TRUE,2.216,PR,2020-03-12
Lares Espino,L,PF LARES ESPINO (LARES NUEVA),SW,manganese,0.4,TRUE,1,PR,2020-06-11
Santa Isabel Urbano,L,PZ SANTIAGO APOSTOL,GW,manganese,0.4,TRUE,14.716,PR,2019-08-06
Santa Isabel Urbano,L,PZ SANTIAGO APOSTOL,GW,manganese,0.4,TRUE,10.042,PR,2020-02-03
Santa Isabel Urbano,L,PZ PASO SECO 2,GW,manganese,0.4,TRUE,0.442,PR,2019-08-05
Yauco,L,PF YAUCO,SW,manganese,0.4,TRUE,2.147,PR,2019-10-17
Yauco,L,PF YAUCO,SW,manganese,0.4,TRUE,1.469,PR,2020-01-13
Yauco,L,PF YAUCO,SW,manganese,0.4,TRUE,1.371,PR,2020-07-01
Yauco,L,PZ LOS CAÑOS,GW,manganese,0.4,TRUE,2.253,PR,2019-10-17
Yauco,L,PZ LOS CAÑOS,GW,manganese,0.4,TRUE,0.798,PR,2020-04-23
Yauco,L,PZ PALOMAS,GW,manganese,0.4,TRUE,20.995,PR,2019-10-17
Yauco,L,PZ PALOMAS,GW,manganese,0.4,TRUE,73.924,PR,2020-04-23
Yauco,L,PZ SANTA RITA,GW,manganese,0.4,TRUE,13.277,PR,2019-10-17
Yauco,L,PZ SANTA RITA,GW,manganese,0.4,TRUE,1.163,PR,2020-04-23
Penuelas,L,PF PEÑUELAS,SW,manganese,0.4,TRUE,2.457,PR,2019-10-07
Penuelas,L,PF PEÑUELAS,SW,manganese,0.4,TRUE,0.943,PR,2020-01-13
Penuelas,L,PF PEÑUELAS,SW,manganese,0.4,TRUE,2.251,PR,2020-07-01
Penuelas,L,PF GUAYANES,SW,manganese,0.4,TRUE,8.718,PR,2019-10-07
Penuelas,L,PF GUAYANES,SW,manganese,0.4,TRUE,0.832,PR,2020-01-13
Penuelas,L,PF GUAYANES,SW,manganese,0.4,TRUE,0.75,PR,2020-04-02
Penuelas,L,PF GUAYANES,SW,manganese,0.4,TRUE,12.391,PR,2020-07-01
Cotto Laurel,L,PF COTTO LAUREL - SALIDA 2,SW,manganese,0.4,TRUE,0.624,PR,2020-04-02
Cotto Laurel,L,PF COTTO LAUREL - SALIDA 2,SW,manganese,0.4,TRUE,0.46,PR,2020-07-02
Cotto Laurel,L,PF COTTO LAUREL - SALIDA 1,SW,manganese,0.4,TRUE,0.472,PR,2019-10-07
Aibonito la Plata,L,PZ SAN LUIS (ORIGINAL),GW,manganese,0.4,TRUE,22.138,PR,2019-12-20
Aibonito la Plata,L,PZ SAN LUIS (ORIGINAL),GW,manganese,0.4,TRUE,23.765,PR,2020-06-16
Barranquitas Urbano,S,Barranquitas TP,SW,manganese,0.4,TRUE,0.74,PR,2018-03-07
Barranquitas Urbano,S,Barranquitas TP,SW,manganese,0.4,TRUE,0.818,PR,2018-08-20
Barranquitas Urbano,S,Barranquitas TP,SW,manganese,0.4,TRUE,1.192,PR,2018-11-13
Cayey Urbano,L,PF CAYEY URBANO,SW,manganese,0.4,TRUE,2.486,PR,2019-08-08
Cayey Urbano,L,PF CAYEY URBANO,SW,manganese,0.4,TRUE,2.45,PR,2019-11-12
Cayey Urbano,L,PF CAYEY URBANO,SW,manganese,0.4,TRUE,3.279,PR,2020-02-13
Cayey Urbano,L,PF CAYEY URBANO,SW,manganese,0.4,TRUE,0.963,PR,2020-05-01
Aceitunas,L,PF ACEITUNAS,SW,manganese,0.4,TRUE,19.534,PR,2019-09-04
Aceitunas,L,PF ACEITUNAS,SW,manganese,0.4,TRUE,5.396,PR,2019-12-04
Aceitunas,L,PF ACEITUNAS,SW,manganese,0.4,TRUE,0.426,PR,2020-03-06
Aceitunas,L,PF ACEITUNAS,SW,manganese,0.4,TRUE,5.903,PR,2020-06-01
Regional Villalba Toa Vaca,L,REGIONAL VILLALBA TOA VACA,SW,manganese,0.4,TRUE,0.509,PR,2020-07-10
Cidra Urbano,L,PF CIDRA URBANO,SW,manganese,0.4,TRUE,0.959,PR,2019-10-09
Cidra Urbano,L,PF CIDRA URBANO,SW,manganese,0.4,TRUE,9.842,PR,2020-01-24
Cidra Urbano,L,PF CIDRA URBANO,SW,manganese,0.4,TRUE,4.529,PR,2020-04-07
Cidra Urbano,L,PF CIDRA URBANO,SW,manganese,0.4,TRUE,3.549,PR,2020-07-07
Comerio Urbano,L,PF COMERIO URBANO,SW,manganese,0.4,TRUE,1.155,PR,2019-08-30
Comerio Urbano,L,PF COMERIO URBANO,SW,manganese,0.4,TRUE,0.681,PR,2020-05-26
Guayama Urbano,L,PZ HACIENDA GUAMANI,GW,manganese,0.4,TRUE,1.495,PR,2019-10-25
Guayama Urbano,L,PZ HACIENDA GUAMANI,GW,manganese,0.4,TRUE,1.969,PR,2020-04-23
Guayama Urbano,L,PF GUAYAMA URBANO,SW,manganese,0.4,TRUE,1.923,PR,2019-10-18
Maunabo Urbano,L,PZ MAUNABO 1,GW,manganese,0.4,TRUE,6.89,PR,2019-10-17
Maunabo Urbano,L,PZ MAUNABO 1,GW,manganese,0.4,TRUE,5.25,PR,2020-04-22
Maunabo Urbano,L,PZ MAUNABO 2 (BORDALEZA),GW,manganese,0.4,TRUE,0.865,PR,2019-10-16
Maunabo Urbano,L,PZ MAUNABO 2 (BORDALEZA),GW,manganese,0.4,TRUE,1.394,PR,2020-04-22
Maunabo Urbano,L,PZ MAUNABO 3 (CALZADA),GW,manganese,0.4,TRUE,78.372,PR,2019-10-16
Maunabo Urbano,L,PZ MAUNABO 3 (CALZADA),GW,manganese,0.4,TRUE,72.52,PR,2020-04-22
Maunabo Urbano,L,PF LISAS,SW,manganese,0.4,TRUE,0.492,PR,2020-01-30
Patillas Urbano,L,PF PATILLAS URBANO,SW,manganese,0.4,TRUE,5.993,PR,2019-10-09
Patillas Urbano,L,PF PATILLAS URBANO,SW,manganese,0.4,TRUE,2.651,PR,2020-01-23
Patillas Urbano,L,PF PATILLAS URBANO,SW,manganese,0.4,TRUE,0.638,PR,2020-07-08
Patillas Urbano,L,PZ TEXACO WELL,GW,manganese,0.4,TRUE,1.222,PR,2019-10-08
Patillas Urbano,L,PZ TEXACO WELL,GW,manganese,0.4,TRUE,1.41,PR,2020-04-30
Patillas Urbano,L,PZ ARROYO 1,GW,manganese,0.4,TRUE,1.061,PR,2020-04-30
Patillas Urbano,L,PZ BELINDA,GW,manganese,0.4,TRUE,3.001,PR,2020-04-30
Patillas Urbano,L,PZ YAUREL 1,GW,manganese,0.4,TRUE,17.443,PR,2019-10-09
Patillas Urbano,L,PZ YAUREL 1,GW,manganese,0.4,TRUE,0.417,PR,2020-04-30
Salinas Urbano,L,PZ BUONO,GW,manganese,0.4,TRUE,0.428,PR,2020-06-04
Cocos,L,PZ CAMPAMENTO (COCO 4),GW,manganese,0.4,TRUE,0.925,PR,2019-08-05
Cocos,L,PZ CAMPAMENTO (COCO 4),GW,manganese,0.4,TRUE,1.196,PR,2020-02-10
Cocos,L,PZ PARCELAS VAZQUEZ,GW,manganese,0.4,TRUE,0.826,PR,2019-08-08
Aguas Buenas Urbano,L,PF MINILLAS,SW,manganese,0.4,TRUE,1.049,PR,2020-01-25
Aguas Buenas Urbano,L,PF MINILLAS,SW,manganese,0.4,TRUE,2.815,PR,2020-04-07
Aguas Buenas Urbano,L,PF MINILLAS,SW,manganese,0.4,TRUE,0.556,PR,2020-07-07
Aguas Buenas Urbano,L,PF AGUAS BUENAS,SW,manganese,0.4,TRUE,0.845,PR,2020-01-25
Aguas Buenas Urbano,L,PF AGUAS BUENAS,SW,manganese,0.4,TRUE,8.965,PR,2020-04-07
Aguas Buenas Urbano,L,PF AGUAS BUENAS,SW,manganese,0.4,TRUE,4.018,PR,2020-07-07
Caguas Norte,L,PF CAGUAS NORTE,SW,manganese,0.4,TRUE,3.788,PR,2019-11-05
Caguas Norte,L,PF CAGUAS NORTE,SW,manganese,0.4,TRUE,3.007,PR,2020-02-03
Caguas Norte,L,PF CAGUAS NORTE,SW,manganese,0.4,TRUE,4.45,PR,2020-05-04
Caguas Norte,L,PF CAGUAS NORTE,SW,manganese,0.4,TRUE,9.284,PR,2020-08-01
Caguas Norte,L,PZ BAIROA (AUTOPISTA),GW,manganese,0.4,TRUE,0.859,PR,2019-11-05
Gurabo Urbano,L,PF Gurabo Nueva,SW,manganese,0.4,TRUE,0.477,PR,2019-08-08
Gurabo Urbano,L,PF Gurabo Nueva,SW,manganese,0.4,TRUE,0.907,PR,2019-11-13
Gurabo Urbano,L,PF Gurabo Nueva,SW,manganese,0.4,TRUE,1.761,PR,2020-02-27
Gurabo Urbano,L,PF Gurabo Nueva,SW,manganese,0.4,TRUE,1.164,PR,2020-05-26
Gurabo Urbano,L,PF GURABO URBANO,SW,manganese,0.4,TRUE,0.945,PR,2019-08-08
Gurabo Urbano,L,PF GURABO URBANO,SW,manganese,0.4,TRUE,0.607,PR,2019-11-13
Gurabo Urbano,L,PF GURABO URBANO,SW,manganese,0.4,TRUE,4.048,PR,2020-02-27
Gurabo Urbano,L,PF GURABO URBANO,SW,manganese,0.4,TRUE,1.52,PR,2020-05-26
San Lorenzo Urbano,L,PF SAN LORENZO URBANO,SW,manganese,0.4,TRUE,6.287,PR,2019-08-06
San Lorenzo Urbano,L,PF SAN LORENZO URBANO,SW,manganese,0.4,TRUE,9.461,PR,2019-11-08
San Lorenzo Urbano,L,PF SAN LORENZO URBANO,SW,manganese,0.4,TRUE,7.246,PR,2020-02-27
San Lorenzo Urbano,L,PF SAN LORENZO URBANO,SW,manganese,0.4,TRUE,7.867,PR,2020-05-01
Juncos - Ceiba Sur,L,PF JUNCOS (QUEBRADA GRANDA),SW,manganese,0.4,TRUE,0.97,PR,2020-01-14
Juncos - Ceiba Sur,L,PF JUNCOS (QUEBRADA GRANDA),SW,manganese,0.4,TRUE,1.171,PR,2020-07-10
Juncos - Ceiba Sur,L,PF JUNCOS - CEIBA SUR,SW,manganese,0.4,TRUE,0.948,PR,2020-01-14
Juncos - Ceiba Sur,L,PF JUNCOS - CEIBA SUR,SW,manganese,0.4,TRUE,3.944,PR,2020-04-17
Juncos - Ceiba Sur,L,PF JUNCOS - CEIBA SUR,SW,manganese,0.4,TRUE,2.192,PR,2020-07-10
El Yunque,L,PF EL YUNQUE,SW,manganese,0.4,TRUE,0.562,PR,2019-11-08
El Yunque,L,PF EL YUNQUE,SW,manganese,0.4,TRUE,1.434,PR,2020-02-07
Las Piedras Humacao,L,PF LAS PIEDRAS HUMACAO,SW,manganese,0.4,TRUE,11.282,PR,2019-10-18
Las Piedras Humacao,L,PF LAS PIEDRAS HUMACAO,SW,manganese,0.4,TRUE,4.282,PR,2020-01-23
Las Piedras Humacao,L,PF LAS PIEDRAS HUMACAO,SW,manganese,0.4,TRUE,2.211,PR,2020-04-17
Las Piedras Humacao,L,PF LAS PIEDRAS HUMACAO,SW,manganese,0.4,TRUE,1.778,PR,2020-07-03
Rio Blanco/Vieques/Culedra,L,PF RIO BLANCO,SW,manganese,0.4,TRUE,5.486,PR,2019-10-11
Rio Blanco/Vieques/Culedra,L,PF RIO BLANCO,SW,manganese,0.4,TRUE,4.471,PR,2020-01-10
Rio Blanco/Vieques/Culedra,L,PF RIO BLANCO,SW,manganese,0.4,TRUE,1.235,PR,2020-04-07
Rio Blanco/Vieques/Culedra,L,PF RIO BLANCO,SW,manganese,0.4,TRUE,1.851,PR,2020-07-08
Rio Blanco/Vieques/Culedra,L,PF EL DUQUE,SW,manganese,0.4,TRUE,1.501,PR,2019-10-11
Rio Blanco/Vieques/Culedra,L,PF EL DUQUE,SW,manganese,0.4,TRUE,1.761,PR,2020-01-10
Rio Blanco/Vieques/Culedra,L,PF EL DUQUE,SW,manganese,0.4,TRUE,1.682,PR,2020-04-07
Rio Blanco/Vieques/Culedra,L,PF EL DUQUE,SW,manganese,0.4,TRUE,1.269,PR,2020-07-08
Corozal Urbano,L,COROZAL PLANT,SW,manganese,0.4,TRUE,0.553,PR,2019-08-07
Corozal Urbano,L,COROZAL PLANT,SW,manganese,0.4,TRUE,0.837,PR,2019-11-20
Corozal Urbano,L,COROZAL PLANT,SW,manganese,0.4,TRUE,0.861,PR,2020-02-07
Negros,L,PF NEGROS,SW,manganese,0.4,TRUE,0.473,PR,2019-10-25
Negros,L,PF NEGROS,SW,manganese,0.4,TRUE,0.768,PR,2020-01-22
Sabana Hoyos,L,PZ MONSERRATE,MX,manganese,0.4,TRUE,0.624,PR,2019-11-21
Sabana Hoyos,L,PZ MONSERRATE,MX,manganese,0.4,TRUE,0.781,PR,2020-02-10
Sabana Hoyos,L,PZ MONSERRATE,MX,manganese,0.4,TRUE,0.631,PR,2020-05-04
Sabana Hoyos,L,PZ MONSERRATE,MX,manganese,0.4,TRUE,1.378,PR,2020-08-27
Dorado Urbano,L,PZ NEVAREZ,MX,manganese,0.4,TRUE,0.793,PR,2019-12-06
Com. Asomante,S,Wells 1/2/3 Treatment,GW,manganese,0.4,TRUE,0.95,PR,2019-02-25
Com. Asomante,S,Wells 1/2/3 Treatment,GW,manganese,0.4,TRUE,0.63,PR,2019-08-20
Com. Asomante,S,Well 4 Treatment,GW,manganese,0.4,TRUE,0.54,PR,2019-02-25
Com. Asomante,S,Well 4 Treatment,GW,manganese,0.4,TRUE,0.93,PR,2019-08-20
Com. Emmanuelli,S,Well Chlorinator,GW,manganese,0.4,TRUE,0.58,PR,2020-03-09
Com. Emmanuelli,S,Well Chlorinator,GW,manganese,0.4,TRUE,2,PR,2020-10-13
Kent County Water Authority,L,Providence Connection,SW,manganese,0.4,TRUE,3.3,RI,2018-10-16
Kent County Water Authority,L,Providence Connection,SW,manganese,0.4,TRUE,0.97,RI,2019-01-16
Kent County Water Authority,L,Providence Connection,SW,manganese,0.4,TRUE,12.8,RI,2019-04-16
Kent County Water Authority,L,Warwick Connection,SW,manganese,0.4,TRUE,0.45,RI,2018-07-11
Kent County Water Authority,L,Warwick Connection,SW,manganese,0.4,TRUE,1.9,RI,2018-10-16
Kent County Water Authority,L,Warwick Connection,SW,manganese,0.4,TRUE,1.4,RI,2019-01-16
Kent County Water Authority,L,Warwick Connection,SW,manganese,0.4,TRUE,8.8,RI,2019-04-16
Kent County Water Authority,L,E. Green Well #1 TP,GW,manganese,0.4,TRUE,262,RI,2018-07-11
Kent County Water Authority,L,Spring Lake Well TP,GW,manganese,0.4,TRUE,79.4,RI,2018-07-11
Kent County Water Authority,L,Mishnock Wells TP,GW,manganese,0.4,TRUE,8.2,RI,2018-07-11
Westerly Water Department,L,"Wells #1A, #1B & #1D TP",GW,manganese,0.4,TRUE,3.23,RI,2018-02-06
Westerly Water Department,L,"Wells #1A, #1B & #1D TP",GW,manganese,0.4,TRUE,43.8,RI,2018-08-21
Westerly Water Department,L,"Wells #2A, #2B, #2C & #2D TP",GW,manganese,0.4,TRUE,360,RI,2018-02-06
Westerly Water Department,L,"Wells #2A, #2B, #2C & #2D TP",GW,manganese,0.4,TRUE,4.41,RI,2018-08-21
Westerly Water Department,L,Well 3 TP,GW,manganese,0.4,TRUE,10.3,RI,2018-02-06
Westerly Water Department,L,Well 3 TP,GW,manganese,0.4,TRUE,5.05,RI,2018-08-23
Westerly Water Department,L,Crandall Well #11 TP,GW,manganese,0.4,TRUE,211,RI,2018-02-06
Westerly Water Department,L,Crandall Well #11 TP,GW,manganese,0.4,TRUE,237,RI,2018-08-21
Westerly Water Department,L,Bradford Well #4 TP,GW,manganese,0.4,TRUE,0.511,RI,2018-02-06
Westerly Water Department,L,Bradford Well #4 TP,GW,manganese,0.4,TRUE,0.689,RI,2018-08-21
Town of North Kingstown,L,Well #1 TP,GW,manganese,0.4,TRUE,1.8,RI,2019-02-11
Town of North Kingstown,L,Well #1 TP,GW,manganese,0.4,TRUE,0.74,RI,2019-08-20
Town of North Kingstown,L,Well #2 TP,GW,manganese,0.4,TRUE,1.3,RI,2019-02-11
Town of North Kingstown,L,Well #2 TP,GW,manganese,0.4,TRUE,0.72,RI,2019-08-20
Town of North Kingstown,L,"Wells #3, #7 & #8 TP",GW,manganese,0.4,TRUE,554,RI,2019-02-11
Town of North Kingstown,L,"Wells #3, #7 & #8 TP",GW,manganese,0.4,TRUE,276,RI,2019-08-20
Town of North Kingstown,L,Well #4 TP,GW,manganese,0.4,TRUE,1.5,RI,2019-02-11
Town of North Kingstown,L,Well #4 TP,GW,manganese,0.4,TRUE,1.8,RI,2019-08-20
Town of North Kingstown,L,Well #5 TP,GW,manganese,0.4,TRUE,0.76,RI,2019-02-13
Town of North Kingstown,L,Well #5 TP,GW,manganese,0.4,TRUE,0.42,RI,2019-08-20
Town of North Kingstown,L,Well #6 TP,GW,manganese,0.4,TRUE,41.5,RI,2019-02-11
Town of North Kingstown,L,Well #6 TP,GW,manganese,0.4,TRUE,43,RI,2019-08-20
Town of North Kingstown,L,Well #9 TP,GW,manganese,0.4,TRUE,1.9,RI,2019-02-11
Town of North Kingstown,L,Well #9 TP,GW,manganese,0.4,TRUE,2.8,RI,2019-09-16
Town of North Kingstown,L,Well #10 TP,GW,manganese,0.4,TRUE,4.8,RI,2019-02-11
Town of North Kingstown,L,Well #10 TP,GW,manganese,0.4,TRUE,5.4,RI,2019-08-21
Town of North Kingstown,L,Well #11 TP,GW,manganese,0.4,TRUE,1.2,RI,2019-02-13
Town of North Kingstown,L,Well #11 TP,GW,manganese,0.4,TRUE,1.3,RI,2019-08-21
Woonsocket Water Division,L,Treatment Plant,SW,manganese,0.4,TRUE,134,RI,2018-10-17
Woonsocket Water Division,L,Treatment Plant,SW,manganese,0.4,TRUE,88.9,RI,2019-01-22
Woonsocket Water Division,L,Treatment Plant,SW,manganese,0.4,TRUE,33.7,RI,2019-04-23
Woonsocket Water Division,L,Treatment Plant,SW,manganese,0.4,TRUE,109,RI,2019-07-16
City of Newport,L,St. 1 Treatment Plant,SW,manganese,0.4,TRUE,170,RI,2020-02-03
City of Newport,L,St. 1 Treatment Plant,SW,manganese,0.4,TRUE,1.2,RI,2020-05-08
City of Newport,L,St. 1 Treatment Plant,SW,manganese,0.4,TRUE,1.5,RI,2020-08-07
City of Newport,L,Lawton Valley TP,SW,manganese,0.4,TRUE,9.3,RI,2020-02-03
City of Newport,L,Lawton Valley TP,SW,manganese,0.4,TRUE,17.2,RI,2020-05-08
City of Newport,L,Lawton Valley TP,SW,manganese,0.4,TRUE,6.1,RI,2020-08-07
City of Pawtucket,L,Treatment Plant,MX,manganese,0.4,TRUE,17.5,RI,2019-01-02
City of Pawtucket,L,Treatment Plant,MX,manganese,0.4,TRUE,21.7,RI,2019-04-03
City of Pawtucket,L,Treatment Plant,MX,manganese,0.4,TRUE,35.8,RI,2019-07-02
City of Pawtucket,L,Treatment Plant,MX,manganese,0.4,TRUE,43.7,RI,2019-10-02
Portsmouth Water & Fire District,L,Newport Connection,SW,manganese,0.4,TRUE,7.52,RI,2019-01-08
Portsmouth Water & Fire District,L,Newport Connection,SW,manganese,0.4,TRUE,3.12,RI,2019-04-09
Portsmouth Water & Fire District,L,Newport Connection,SW,manganese,0.4,TRUE,13.5,RI,2019-07-09
Portsmouth Water & Fire District,L,Newport Connection,SW,manganese,0.4,TRUE,7.4,RI,2019-10-08
City of Providence,L,Treatment Plant (Clearwell),SW,manganese,0.4,TRUE,0.705,RI,2018-02-22
City of Providence,L,Treatment Plant (Clearwell),SW,manganese,0.4,TRUE,0.47,RI,2018-05-23
City of Providence,L,Treatment Plant (Clearwell),SW,manganese,0.4,TRUE,1.31,RI,2018-08-24
City of Providence,L,Treatment Plant (Clearwell),SW,manganese,0.4,TRUE,0.693,RI,2019-01-02
City of East Providence,L,Providence Connection,SW,manganese,0.4,TRUE,0.669,RI,2018-02-06
City of East Providence,L,Providence Connection,SW,manganese,0.4,TRUE,0.595,RI,2018-05-08
City of East Providence,L,Providence Connection,SW,manganese,0.4,TRUE,1.4,RI,2018-08-28
City of East Providence,L,Providence Connection,SW,manganese,0.4,TRUE,1,RI,2018-11-26
Smithfield Water Supply Board,S,Connection,SW,manganese,0.4,TRUE,1.384,RI,2018-01-16
Smithfield Water Supply Board,S,Connection,SW,manganese,0.4,TRUE,0.85,RI,2018-04-25
Smithfield Water Supply Board,S,Connection,SW,manganese,0.4,TRUE,0.469,RI,2018-07-24
Smithfield Water Supply Board,S,Connection,SW,manganese,0.4,TRUE,1.4,RI,2018-10-09
Suez Water,L,Wells 5 & 6 & 7 TP,GW,manganese,0.4,TRUE,147,RI,2019-11-26
Suez Water,L,Wells 5 & 6 & 7 TP,GW,manganese,0.4,TRUE,156,RI,2020-05-27
Suez Water,L,Wells 1 & 2 & 3 & 4 TP,GW,manganese,0.4,TRUE,3.58,RI,2019-11-26
Suez Water,L,Wells 1 & 2 & 3 & 4 TP,GW,manganese,0.4,TRUE,7.3,RI,2020-05-27
City of Warwick,L,Providence Connection,SW,manganese,0.4,TRUE,0.48,RI,2018-07-30
City of Warwick,L,Providence Connection,SW,manganese,0.4,TRUE,2.9,RI,2018-10-18
City of Warwick,L,Providence Connection,SW,manganese,0.4,TRUE,1,RI,2019-01-07
City of Warwick,L,Providence Connection,SW,manganese,0.4,TRUE,1.4,RI,2019-04-17
Bristol County Water Authority,L,Providence Connection,SW,manganese,0.4,TRUE,0.51,RI,2019-12-03
Bristol County Water Authority,L,Providence Connection,SW,manganese,0.4,TRUE,0.51,RI,2020-03-10
Bristol County Water Authority,L,Providence Connection,SW,manganese,0.4,TRUE,0.89,RI,2020-06-02
Bristol County Water Authority,L,Providence Connection,SW,1-butanol,2,TRUE,4.1,RI,2020-09-01
Bristol County Water Authority,L,Providence Connection,SW,manganese,0.4,TRUE,0.79,RI,2020-09-01
Town of Cumberland,L,Pawtucket Connection,SW,manganese,0.4,TRUE,12.1,RI,2018-05-03
Town of Cumberland,L,Pawtucket Connection,SW,manganese,0.4,TRUE,248,RI,2018-08-16
Town of Cumberland,L,Pawtucket Connection,SW,manganese,0.4,TRUE,11,RI,2018-11-01
Town of Cumberland,L,Pawtucket Connection,SW,manganese,0.4,TRUE,23.5,RI,2019-02-13
Town of Cumberland,L,Manville Well #1 & Satellite TP,GW,manganese,0.4,TRUE,86.4,RI,2018-05-03
Town of Cumberland,L,Manville Well #1 & Satellite TP,GW,manganese,0.4,TRUE,67,RI,2018-11-01
Town of Cumberland,L,Abbott Run Wells TP,GW,manganese,0.4,TRUE,224,RI,2018-05-03
Town of Cumberland,L,Abbott Run Wells TP,GW,manganese,0.4,TRUE,174,RI,2018-11-01
Town of Cumberland,L,Manville Well #2 & Satellite TP,GW,manganese,0.4,TRUE,364,RI,2018-05-03
Town of Cumberland,L,Manville Well #2 & Satellite TP,GW,manganese,0.4,TRUE,105,RI,2018-11-01
Town of Cumberland,L,Sneech Pond Treatment Plant,SW,manganese,0.4,TRUE,6.66,RI,2018-05-03
Town of Cumberland,L,Sneech Pond Treatment Plant,SW,manganese,0.4,TRUE,2.88,RI,2018-11-20
Town of Cumberland,L,Sneech Pond Treatment Plant,SW,manganese,0.4,TRUE,2.41,RI,2019-02-13
University of Rhode Island,L,Wells #2 - #4 Treatment Plant,GW,manganese,0.4,TRUE,103,RI,2018-09-25
Lincoln Water Commission,L,Providence Connection,SW,manganese,0.4,TRUE,0.906,RI,2018-03-15
